Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n38013,n960,Directed,9704,,,38,6,20191102
n39698,n961,Directed,9709,,,6,6,20191008
n28495,n962,Directed,9710,,,32,6,20191102
n21052,n964,Directed,9715,,,42,42,20191024
n965,n965,Directed,9716,,,56,7,20191102
n1943,n966,Directed,9724,,,8,8,20191010
n5176,n967,Directed,9725,,,240,30,20191102
n16269,n968,Directed,9732,,,6,6,20191111
n5176,n969,Directed,9733,,,14,7,20191008
n19678,n971,Directed,9735,,,8,8,20191030
n972,n972,Directed,9736,,,25,7,20191102
n10827,n972,Directed,9739,,,53,53,20191008
n12224,n972,Directed,9740,,,6,6,20191111
n30763,n972,Directed,9741,,,29,14,20191031
n31329,n972,Directed,9743,,,9,9,20191021
n20109,n973,Directed,9744,,,72,8,20190930
n974,n974,Directed,9752,,,730,243,20191008
n16269,n974,Directed,9755,,,46,6,20191030
n20622,n975,Directed,9760,,,6,6,20191024
n825,n976,Directed,9761,,,7,7,20191024
n5442,n977,Directed,9762,,,42,6,20191111
n25427,n977,Directed,9769,,,42,6,20191111
n37917,n978,Directed,9776,,,24,24,20191102
n28244,n979,Directed,9777,,,48,6,20191030
n15886,n980,Directed,9785,,,128,7,20191101
n30390,n981,Directed,9794,,,23,23,20190930
n982,n982,Directed,9795,,,273,39,20191102
n18977,n983,Directed,9802,,,32,8,20191012
n984,n984,Directed,9805,,,404,202,20191020
n985,n985,Directed,9807,,,560,112,20191025
n25746,n986,Directed,9809,,,12,6,20191012
n549,n988,Directed,9811,,,104,12,20191102
n1587,n988,Directed,9818,,,9,9,20191001
n10735,n988,Directed,9819,,,12,6,20191008
n12479,n988,Directed,9821,,,1536,53,20190930
n13485,n988,Directed,9830,,,54,6,20191020
n16540,n988,Directed,9836,,,56,6,20191012
n16969,n988,Directed,9843,,,172,6,20190930
n18017,n988,Directed,9852,,,56,6,20191102
n21427,n988,Directed,9859,,,126,6,20190930
n22648,n988,Directed,9868,,,671,31,20190930
n32938,n988,Directed,9877,,,6,6,20191012
n33438,n988,Directed,9878,,,66,6,20191030
n35337,n988,Directed,9886,,,18,6,20190930
n35665,n988,Directed,9888,,,76,8,20191030
n38033,n988,Directed,9895,,,1530,8,20191101
n38449,n988,Directed,9905,,,84,12,20191008
n39810,n988,Directed,9912,,,56,6,20191102
n3357,n989,Directed,9918,,,246,6,20190930
n18894,n990,Directed,9927,,,45,6,20191030
n27451,n991,Directed,9933,,,599,11,20191013
n32951,n991,Directed,9948,,,18,6,20191001
n14695,n992,Directed,9951,,,6,6,20191020
n17756,n992,Directed,9952,,,10,10,20191102
n993,n993,Directed,9953,,,81,81,20191102
n38388,n994,Directed,9954,,,64,64,20191020
n6880,n995,Directed,9955,,,6,6,20191001
n5176,n996,Directed,9956,,,7,7,20191024
n997,n997,Directed,9957,,,84,12,20191012
n998,n998,Directed,9964,,,240,40,20191008
n31766,n999,Directed,9970,,,46,6,20191025
n3357,n1000,Directed,9976,,,42,6,20191012
n8899,n1000,Directed,9979,,,48,11,20191102
n16354,n1000,Directed,9982,,,68,7,20191012
n1001,n1001,Directed,9987,,,504,72,20191102
n1002,n1002,Directed,9994,,,84,20,20191020
n30035,n1002,Directed,9997,,,10,10,20191024
n15180,n1003,Directed,9998,,,6,6,20191111
n16982,n1003,Directed,9999,,,9,9,20191102
n33105,n1003,Directed,10000,,,16,16,20191102
n34253,n1003,Directed,10001,,,12,6,20191030
n35536,n1003,Directed,10003,,,48,8,20191030
n1004,n1004,Directed,10007,,,83,83,20191030
n1005,n1005,Directed,10008,,,53,53,20191012
n5138,n1005,Directed,10009,,,82,6,20191030
n16602,n1005,Directed,10015,,,80,80,20191012
n1006,n1006,Directed,10016,,,96,12,20191030
n24294,n1007,Directed,10024,,,6,6,20191024
n1008,n1008,Directed,10025,,,1395,6,20191101
n1287,n1008,Directed,10034,,,370,44,20191020
n4939,n1008,Directed,10042,,,359,41,20191020
n22611,n1008,Directed,10050,,,496,36,20191102
n31385,n1008,Directed,10058,,,34,15,20190930
n34443,n1008,Directed,10060,,,365,13,20191025
n36370,n1008,Directed,10069,,,380,12,20191001
n1009,n1009,Directed,10078,,,10,10,20191008
n1943,n1010,Directed,10079,,,7,7,20191023
n21776,n1011,Directed,10080,,,12,6,20191025
n1012,n1012,Directed,10082,,,319,35,20191102
n10334,n1013,Directed,10090,,,224,28,20191111
n21261,n1014,Directed,10097,,,12,12,20191111
n14391,n1015,Directed,10098,,,42,7,20191111
n1016,n1016,Directed,10104,,,381,51,20191111
n5382,n1016,Directed,10111,,,42,6,20191012
n7956,n1016,Directed,10118,,,516,38,20191102
n10885,n1016,Directed,10125,,,59,59,20190930
n13069,n1016,Directed,10126,,,81,11,20191008
n21751,n1016,Directed,10133,,,15,6,20191013
n1017,n1017,Directed,10135,,,588,98,20191024
n26262,n1017,Directed,10141,,,32,32,20191111
n27205,n1017,Directed,10142,,,9,9,20191111
n30763,n1017,Directed,10143,,,30,6,20191021
n21833,n1018,Directed,10146,,,7,7,20191008
n4125,n1020,Directed,10147,,,10,10,20191008
n20708,n1020,Directed,10148,,,6,6,20191030
n34735,n1020,Directed,10149,,,40,6,20191024
n1022,n1022,Directed,10154,,,56064,317,20191101
n26192,n1023,Directed,10164,,,60,6,20191008
n24315,n1024,Directed,10171,,,24,6,20191111
n34677,n1025,Directed,10175,,,14,6,20191030
n1026,n1026,Directed,10177,,,365,9,20191020
n25443,n1026,Directed,10183,,,19,6,20191112
n20679,n1027,Directed,10186,,,7,7,20191030
n23264,n1028,Directed,10187,,,1467,27,20191024
n21500,n1030,Directed,10202,,,56,8,20191008
n34287,n1029,Directed,10209,,,42,6,20191024
n6505,n1031,Directed,10213,,,8,8,20191020
n1033,n1033,Directed,10214,,,5033,280,20190930
n21833,n1034,Directed,10222,,,9,9,20191020
n17328,n1035,Directed,10223,,,264,33,20191102
n7425,n1036,Directed,10231,,,1296,10,20191012
n21447,n1037,Directed,10240,,,169,10,20191101
n1943,n1038,Directed,10246,,,55,6,20191009
n19678,n1038,Directed,10251,,,52,7,20191012
n6646,n1039,Directed,10256,,,71,8,20191024
n3269,n1040,Directed,10264,,,56,8,20191012
n3357,n1042,Directed,10269,,,514,44,20191001
n1043,n1043,Directed,10277,,,198,33,20191101
n1044,n1044,Directed,10283,,,154,77,20191030
n359,n1045,Directed,10285,,,12,12,20191024
n1046,n1046,Directed,10286,,,981,116,20191030
n23695,n1047,Directed,10294,,,54,6,20191024
n1048,n1048,Directed,10300,,,129,43,20191030
n18136,n1051,Directed,10303,,,8,8,20191111
n1052,n1052,Directed,10304,,,151,50,20191102
n1053,n1053,Directed,10307,,,155,155,20191111
n21770,n1054,Directed,10308,,,268,7,20191020
n1055,n1055,Directed,10317,,,266,38,20191020
n19387,n1058,Directed,10324,,,24,6,20191030
n1057,n1057,Directed,10328,,,419,208,20191024
n25993,n1059,Directed,10330,,,2486,32,20190930
n3046,n1060,Directed,10339,,,9,9,20191012
n8778,n1061,Directed,10340,,,64,8,20191020
n3357,n1062,Directed,10348,,,198,12,20191008
n1063,n1063,Directed,10355,,,120,30,20191024
n20557,n1064,Directed,10359,,,9,9,20190930
n28741,n1065,Directed,10360,,,60,10,20191020
n1943,n1066,Directed,10366,,,6,6,20191003
n17328,n1066,Directed,10367,,,48,6,20191102
n13326,n1067,Directed,10375,,,154,21,20191020
n32065,n1068,Directed,10382,,,6,6,20191008
n36140,n1068,Directed,10383,,,10,10,20191024
n16982,n1069,Directed,10384,,,6,6,20191102
n1441,n1070,Directed,10385,,,36,6,20191024
n30012,n1070,Directed,10391,,,42,6,20191012
n34352,n1071,Directed,10398,,,9,9,20190930
n3000,n1072,Directed,10399,,,24,8,20191030
n2235,n1073,Directed,10401,,,23,8,20190930
n12774,n1074,Directed,10403,,,16,8,20191102
n28449,n1075,Directed,10405,,,80,8,20191102
n1076,n1076,Directed,10412,,,392,56,20191024
n9740,n1077,Directed,10419,,,10,10,20191024
n4254,n1078,Directed,10420,,,42,6,20191022
n13069,n1080,Directed,10427,,,84,12,20191020
n27226,n1079,Directed,10434,,,381,25,20191102
n1081,n1081,Directed,10442,,,235,235,20191024
n1082,n1082,Directed,10443,,,362,114,20191030
n4264,n1082,Directed,10446,,,75,6,20191112
n1083,n1083,Directed,10453,,,32,6,20191024
n5725,n1083,Directed,10457,,,1798,6,20191031
n9196,n1083,Directed,10470,,,30,6,20191020
n11606,n1083,Directed,10475,,,58,10,20191030
n18281,n1083,Directed,10480,,,60,10,20191020
n24182,n1083,Directed,10485,,,57,6,20191030
n37106,n1083,Directed,10490,,,36,12,20191012
n1084,n1084,Directed,10493,,,63,9,20191008
n32909,n1085,Directed,10500,,,78,6,20191102
n1086,n1086,Directed,10507,,,110,7,20190930
n1087,n1087,Directed,10515,,,6,6,20191030
n1088,n1088,Directed,10516,,,68,68,20191102
n10363,n1089,Directed,10517,,,32,32,20191024
n14848,n1089,Directed,10518,,,263,10,20191025
n23069,n1089,Directed,10526,,,9,9,20191024
n35379,n1089,Directed,10527,,,9,9,20191024
n1090,n1090,Directed,10528,,,987,137,20191102
n1943,n1091,Directed,10535,,,6,6,20191112
n1092,n1092,Directed,10536,,,41,10,20191020
n1093,n1093,Directed,10540,,,202,202,20191012
n20679,n1093,Directed,10541,,,6,6,20191009
n1094,n1094,Directed,10542,,,42,9,20191001
n13410,n1095,Directed,10546,,,23,23,20191020
n35118,n1095,Directed,10547,,,22,22,20191008
n1096,n1096,Directed,10548,,,1754,78,20190930
n27919,n1097,Directed,10556,,,557,76,20191012
n26498,n1098,Directed,10563,,,16,16,20191111
n1099,n1099,Directed,10564,,,1188,15,20191101
n25248,n1100,Directed,10573,,,77,7,20191101
n9855,n1101,Directed,10582,,,6,6,20191030
n17328,n1102,Directed,10583,,,240,30,20191111
n21410,n1103,Directed,10591,,,32,32,20191025
n349,n1104,Directed,10592,,,24,6,20191030
n1105,n1105,Directed,10596,,,357,51,20191008
n23260,n1106,Directed,10603,,,30,6,20191021
n1107,n1107,Directed,10607,,,87,29,20191020
n24329,n1107,Directed,10610,,,14,6,20191020
n1108,n1108,Directed,10612,,,20,10,20191111
n20402,n1109,Directed,10614,,,42,6,20191008
n35581,n1110,Directed,10620,,,24,6,20191020
n1111,n1111,Directed,10623,,,5349,269,20191111
n1112,n1112,Directed,10631,,,60,10,20191020
n4739,n1113,Directed,10637,,,21,9,20190930
n3357,n1114,Directed,10639,,,570,8,20191001
n7635,n1115,Directed,10647,,,184,23,20191001
n32475,n1116,Directed,10655,,,69,8,20191102
n4264,n1117,Directed,10662,,,124,16,20191009
n4676,n1118,Directed,10668,,,78,10,20191008
n10024,n1118,Directed,10675,,,1686,9,20191031
n13551,n1118,Directed,10688,,,89,12,20191012
n28742,n1118,Directed,10695,,,9,9,20191008
n39666,n1118,Directed,10696,,,48,6,20191008
n36446,n1119,Directed,10703,,,18,6,20191020
n3101,n1120,Directed,10706,,,40,10,20191024
n1122,n1122,Directed,10710,,,1646,204,20190930
n32123,n1123,Directed,10718,,,42,6,20191008
n31823,n1124,Directed,10725,,,622,6,20191001
n3357,n1125,Directed,10734,,,18,6,20191020
n14217,n1126,Directed,10736,,,36,6,20191020
n18050,n1127,Directed,10740,,,33,9,20191012
n30763,n1127,Directed,10742,,,33,15,20191111
n1128,n1128,Directed,10744,,,272,34,20191024
n36694,n1128,Directed,10752,,,1362,8,20190930
n19678,n1129,Directed,10766,,,141,12,20191012
n30763,n1129,Directed,10773,,,6,6,20191102
n31534,n1129,Directed,10774,,,23,7,20191008
n31221,n1130,Directed,10777,,,6,6,20191030
n1131,n1131,Directed,10778,,,99,99,20191012
n7596,n1132,Directed,10779,,,8,8,20191111
n8270,n1132,Directed,10780,,,120,8,20190930
n19402,n1132,Directed,10789,,,76,10,20191030
n22324,n1132,Directed,10796,,,42,6,20191111
n23729,n1132,Directed,10803,,,2744,6,20191101
n33867,n1132,Directed,10812,,,44,6,20191030
n40029,n1132,Directed,10819,,,42,6,20191012
n1133,n1133,Directed,10825,,,59,59,20191102
n10148,n1135,Directed,10826,,,8,8,20191008
n1136,n1136,Directed,10827,,,2212,316,20191008
n5365,n1136,Directed,10834,,,26,6,20191008
n33065,n1136,Directed,10837,,,6,6,20191102
n1137,n1137,Directed,10838,,,91,91,20191001
n9889,n1138,Directed,10839,,,60,10,20191030
n10076,n1138,Directed,10845,,,60,10,20191020
n12555,n1138,Directed,10851,,,60,10,20191012
n23690,n1138,Directed,10857,,,60,10,20191030
n26089,n1138,Directed,10863,,,60,10,20191024
n26732,n1138,Directed,10869,,,60,10,20191012
n27867,n1138,Directed,10875,,,60,10,20191030
n34811,n1138,Directed,10881,,,60,10,20191012
n35429,n1138,Directed,10887,,,60,10,20191111
n36292,n1138,Directed,10893,,,60,10,20191020
n38704,n1138,Directed,10899,,,60,10,20191111
n14625,n1139,Directed,10905,,,220,10,20190930
n3357,n1140,Directed,10913,,,122,6,20191008
n16269,n1141,Directed,10919,,,23,6,20191008
n1142,n1142,Directed,10922,,,212,212,20191008
n9006,n1143,Directed,10923,,,41,41,20191008
n10735,n1144,Directed,10924,,,18,9,20191008
n1145,n1145,Directed,10926,,,44,44,20190930
n11955,n1147,Directed,10927,,,36,6,20191030
n12595,n1148,Directed,10933,,,30,6,20191020
n7956,n1149,Directed,10937,,,120,6,20191101
n33771,n1149,Directed,10946,,,24,6,20191024
n32177,n1150,Directed,10950,,,70,6,20191031
n1151,n1151,Directed,10958,,,7,7,20190930
n1152,n1152,Directed,10959,,,28,14,20191020
n21833,n1153,Directed,10961,,,6,6,20191020
n31766,n1154,Directed,10962,,,46,6,20191025
n1155,n1155,Directed,10968,,,1400,200,20191111
n24386,n1156,Directed,10975,,,56,7,20191012
n1157,n1157,Directed,10982,,,32,16,20191112
n21993,n1158,Directed,10984,,,47,47,20191020
n5176,n1159,Directed,10985,,,48,6,20191102
n15737,n1160,Directed,10992,,,64,8,20191031
n1161,n1161,Directed,10994,,,977,95,20191001
n12057,n1161,Directed,11002,,,96,12,20191020
n16269,n1162,Directed,11010,,,15,6,20191102
n16269,n1163,Directed,11012,,,9,9,20191012
n12774,n1164,Directed,11013,,,24,12,20191030
n11702,n1166,Directed,11015,,,36,6,20191024
n35096,n1167,Directed,11021,,,14,6,20191102
n1168,n1168,Directed,11023,,,490,70,20191030
n27282,n1169,Directed,11030,,,62,15,20191012
n3586,n1170,Directed,11033,,,150,10,20191025
n34012,n1171,Directed,11042,,,84,42,20191020
n1172,n1172,Directed,11044,,,1394,458,20191102
n1173,n1173,Directed,11046,,,435,37,20191102
n17328,n1174,Directed,11053,,,48,6,20191009
n3046,n1175,Directed,11061,,,15,15,20191024
n16354,n1176,Directed,11062,,,14,7,20191012
n1177,n1177,Directed,11064,,,972,120,20191111
n12877,n1177,Directed,11072,,,1078,131,20191020
n1178,n1178,Directed,11080,,,1810,38,20191013
n3357,n1178,Directed,11088,,,178,8,20191001
n12224,n1178,Directed,11096,,,16,8,20191020
n23473,n1178,Directed,11098,,,76,76,20191102
n33884,n1178,Directed,11099,,,6,6,20191024
n5541,n1179,Directed,11100,,,189,27,20191008
n1180,n1180,Directed,11107,,,346,346,20191030
n39386,n1181,Directed,11108,,,146,6,20191001
n31766,n1183,Directed,11118,,,46,6,20191008
n11932,n1185,Directed,11124,,,7,7,20191102
n6847,n1187,Directed,11125,,,6,6,20191012
n8818,n1187,Directed,11126,,,32,6,20191030
n1188,n1188,Directed,11131,,,2500,172,20190930
n2630,n1188,Directed,11139,,,6,6,20191020
n1189,n1189,Directed,11140,,,16,7,20191020
n25443,n1189,Directed,11142,,,150,50,20191112
n1190,n1190,Directed,11145,,,37,37,20191030
n20402,n1191,Directed,11146,,,6,6,20191030
n1192,n1192,Directed,11147,,,19,19,20191009
n15187,n1192,Directed,11148,,,63,21,20191002
n1193,n1193,Directed,11151,,,72,9,20191024
n1194,n1194,Directed,11159,,,214,107,20190930
n5176,n1195,Directed,11161,,,9,9,20191024
n1196,n1196,Directed,11162,,,422,422,20191012
n4023,n1196,Directed,11163,,,263,263,20191012
n1197,n1197,Directed,11164,,,87,6,20191025
n1943,n1197,Directed,11171,,,33,8,20191012
n5539,n1197,Directed,11175,,,10,10,20191111
n16406,n1197,Directed,11176,,,50,6,20191020
n20473,n1197,Directed,11183,,,1476,6,20191101
n24147,n1197,Directed,11190,,,6,6,20191111
n25443,n1197,Directed,11191,,,29,6,20191025
n16982,n1198,Directed,11194,,,12,6,20191012
n1199,n1199,Directed,11196,,,72,6,20191031
n11567,n1200,Directed,11200,,,86,8,20191101
n23631,n1201,Directed,11207,,,48,6,20191024
n14245,n1202,Directed,11215,,,6,6,20191111
n8304,n1203,Directed,11216,,,36,6,20191030
n31086,n1204,Directed,11222,,,35,10,20191025
n1206,n1206,Directed,11224,,,560,70,20191102
n1207,n1207,Directed,11232,,,520,12,20191001
n1208,n1208,Directed,11238,,,1004,142,20191030
n1943,n1209,Directed,11245,,,150,12,20191012
n30763,n1209,Directed,11247,,,13,13,20191102
n6682,n1210,Directed,11248,,,64,8,20191024
n25917,n1211,Directed,11256,,,24,8,20191111
n6608,n1213,Directed,11259,,,24,12,20191012
n28927,n1214,Directed,11261,,,6,6,20191024
n17223,n1215,Directed,11262,,,76,8,20191102
n1216,n1216,Directed,11270,,,374,12,20191102
n1943,n1217,Directed,11279,,,87,8,20191111
n18244,n1217,Directed,11283,,,6,6,20191008
n16269,n1218,Directed,11284,,,6,6,20191102
n29217,n1220,Directed,11285,,,534,11,20191024
n34224,n1220,Directed,11296,,,9,9,20191012
n5101,n1221,Directed,11297,,,330,40,20191012
n3357,n1222,Directed,11305,,,300,6,20190930
n1223,n1223,Directed,11313,,,48,48,20190930
n1224,n1224,Directed,11314,,,980,140,20191102
n1225,n1225,Directed,11321,,,2345,114,20191024
n1943,n1225,Directed,11324,,,28,6,20191022
n10941,n1225,Directed,11328,,,6,6,20191008
n14789,n1225,Directed,11329,,,48,24,20191001
n17328,n1225,Directed,11331,,,133,14,20191009
n21168,n1225,Directed,11339,,,480,80,20190930
n23222,n1225,Directed,11344,,,6,6,20191001
n31329,n1225,Directed,11345,,,6,6,20191009
n16269,n1226,Directed,11346,,,14,6,20191001
n1227,n1227,Directed,11348,,,525,75,20191024
n5044,n1233,Directed,11355,,,20,8,20191024
n1229,n1229,Directed,11357,,,477,477,20191012
n30763,n1230,Directed,11358,,,53,6,20191024
n1231,n1231,Directed,11364,,,64,8,20191008
n12774,n1232,Directed,11372,,,16,8,20191030
n1234,n1234,Directed,11374,,,574,82,20191020
n940,n1235,Directed,11381,,,9,9,20191008
n1236,n1236,Directed,11382,,,20,20,20191111
n14458,n1237,Directed,11383,,,84,12,20191020
n1238,n1238,Directed,11390,,,204,204,20191111
n23989,n1239,Directed,11391,,,16,8,20191020
n13746,n1240,Directed,11393,,,23,9,20191024
n1241,n1241,Directed,11395,,,47,47,20191111
n1242,n1242,Directed,11396,,,118,118,20191111
n3274,n1243,Directed,11397,,,79,79,20191111
n3522,n1243,Directed,11398,,,13,13,20191111
n15836,n1243,Directed,11399,,,11,11,20191111
n1244,n1244,Directed,11400,,,282,39,20191102
n1245,n1245,Directed,11407,,,37,18,20190930
n1943,n1246,Directed,11409,,,87,8,20191111
n1247,n1247,Directed,11413,,,337,53,20191008
n2219,n1249,Directed,11419,,,49,7,20191020
n1250,n1250,Directed,11426,,,131,131,20191030
n1251,n1251,Directed,11427,,,850,121,20191111
n13359,n1252,Directed,11434,,,30,6,20191030
n10735,n1253,Directed,11439,,,12,6,20191012
n20679,n1254,Directed,11441,,,8,8,20191030
n33251,n1255,Directed,11442,,,8,8,20191020
n1256,n1256,Directed,11443,,,47,47,20191012
n2918,n1256,Directed,11444,,,18,18,20191012
n13643,n1256,Directed,11445,,,24,6,20191024
n19266,n1256,Directed,11449,,,126,26,20191030
n24634,n1256,Directed,11453,,,974,8,20191013
n28286,n1256,Directed,11464,,,42,10,20191030
n36418,n1256,Directed,11468,,,8,8,20191012
n12774,n1257,Directed,11469,,,16,8,20191030
n17346,n1258,Directed,11471,,,6,6,20191024
n29584,n1259,Directed,11472,,,6,6,20191024
n38822,n1259,Directed,11473,,,130,8,20191112
n1260,n1260,Directed,11482,,,17884,8,20191101
n19678,n1262,Directed,11492,,,8,8,20191008
n34864,n1263,Directed,11493,,,19,6,20191012
n1943,n1264,Directed,11496,,,6,6,20191021
n28320,n1265,Directed,11497,,,49,7,20191024
n1266,n1266,Directed,11504,,,24,12,20191012
n1536,n1267,Directed,11506,,,112,56,20191030
n2375,n1267,Directed,11508,,,28,28,20191012
n4440,n1267,Directed,11509,,,112,28,20191111
n5879,n1267,Directed,11513,,,252,28,20191030
n12437,n1267,Directed,11517,,,1008,252,20191030
n21465,n1267,Directed,11521,,,560,140,20191030
n30228,n1267,Directed,11525,,,28,28,20191012
n1268,n1268,Directed,11526,,,21,21,20191008
n5176,n1269,Directed,11527,,,48,6,20191102
n825,n1270,Directed,11534,,,6,6,20191111
n1271,n1271,Directed,11535,,,5704,1426,20191024
n5725,n1271,Directed,11537,,,10,10,20191024
n6660,n1271,Directed,11538,,,24,12,20191013
n12224,n1271,Directed,11540,,,120,10,20191025
n16559,n1271,Directed,11545,,,12,6,20191012
n38566,n1271,Directed,11547,,,10,10,20191024
n1272,n1272,Directed,11548,,,2338,466,20191008
n20063,n1272,Directed,11552,,,61,13,20191008
n38388,n1272,Directed,11556,,,784,44,20190930
n408,n1273,Directed,11561,,,42,6,20191111
n671,n1273,Directed,11568,,,30,6,20191020
n1273,n1273,Directed,11573,,,24,6,20191102
n2281,n1273,Directed,11576,,,36,6,20191008
n2629,n1273,Directed,11582,,,42,6,20191008
n3568,n1273,Directed,11589,,,42,6,20191020
n4393,n1273,Directed,11596,,,42,6,20191030
n4784,n1273,Directed,11603,,,42,6,20191020
n5065,n1273,Directed,11610,,,42,6,20191024
n6233,n1273,Directed,11617,,,42,6,20191008
n6624,n1273,Directed,11624,,,36,6,20191012
n7596,n1273,Directed,11630,,,90,6,20190930
n7894,n1273,Directed,11638,,,42,6,20191111
n8270,n1273,Directed,11645,,,224,12,20191101
n9348,n1273,Directed,11654,,,90,6,20190930
n10082,n1273,Directed,11662,,,36,6,20191030
n10230,n1273,Directed,11668,,,42,6,20191111
n11119,n1273,Directed,11675,,,42,6,20191030
n12293,n1273,Directed,11682,,,42,6,20191111
n13807,n1273,Directed,11689,,,42,6,20191111
n14461,n1273,Directed,11696,,,52,6,20191101
n15773,n1273,Directed,11703,,,42,6,20191030
n16006,n1273,Directed,11710,,,42,6,20191012
n16963,n1273,Directed,11717,,,42,6,20191030
n17338,n1273,Directed,11724,,,42,6,20191008
n19114,n1273,Directed,11731,,,42,6,20191101
n19402,n1273,Directed,11738,,,180,12,20190930
n19516,n1273,Directed,11746,,,36,6,20191030
n20032,n1273,Directed,11752,,,42,6,20191020
n20110,n1273,Directed,11759,,,42,6,20191008
n20404,n1273,Directed,11766,,,42,6,20191008
n20635,n1273,Directed,11773,,,42,6,20191030
n21500,n1273,Directed,11780,,,42,6,20191008
n22324,n1273,Directed,11787,,,90,6,20190930
n23729,n1273,Directed,11795,,,4198,9,20191101
n24742,n1273,Directed,11804,,,42,6,20191030
n25296,n1273,Directed,11811,,,42,6,20191020
n25722,n1273,Directed,11818,,,42,6,20191020
n25830,n1273,Directed,11825,,,36,6,20191024
n26558,n1273,Directed,11831,,,42,6,20191111
n27344,n1273,Directed,11838,,,90,6,20190930
n27695,n1273,Directed,11846,,,42,6,20191024
n28053,n1273,Directed,11853,,,42,6,20191020
n28123,n1273,Directed,11860,,,42,6,20191008
n31655,n1273,Directed,11867,,,36,6,20191008
n31977,n1273,Directed,11873,,,42,6,20191008
n33698,n1273,Directed,11880,,,36,6,20191012
n33839,n1273,Directed,11886,,,42,6,20191101
n33867,n1273,Directed,11893,,,90,6,20190930
n34731,n1273,Directed,11901,,,84,6,20191020
n34810,n1273,Directed,11910,,,42,6,20191030
n35903,n1273,Directed,11917,,,42,6,20191101
n40029,n1273,Directed,11924,,,135,9,20190930
n4955,n1274,Directed,11933,,,8,8,20191024
n20684,n1275,Directed,11934,,,106,8,20190930
n23321,n1275,Directed,11942,,,136,11,20190930
n28259,n1275,Directed,11950,,,272,10,20191025
n28498,n1275,Directed,11961,,,8,8,20191008
n1276,n1276,Directed,11962,,,66,66,20191012
n9268,n1277,Directed,11963,,,59,6,20191030
n18750,n1277,Directed,11969,,,32,6,20191020
n38356,n1277,Directed,11974,,,10,10,20191111
n1278,n1278,Directed,11975,,,371,53,20191020
n38013,n1279,Directed,11982,,,175,35,20191008
n13494,n1280,Directed,11984,,,26,6,20191012
n1281,n1281,Directed,11988,,,49,7,20191020
n21770,n1282,Directed,11995,,,12,6,20191025
n15539,n1283,Directed,11997,,,54,6,20191030
n16872,n1284,Directed,12003,,,20,6,20191111
n1285,n1285,Directed,12006,,,28,9,20191102
n1286,n1286,Directed,12009,,,6,6,20191111
n1008,n1287,Directed,12010,,,365,40,20190930
n1287,n1287,Directed,12018,,,1363,136,20191008
n4939,n1287,Directed,12026,,,359,41,20191020
n22611,n1287,Directed,12034,,,496,36,20191102
n31385,n1287,Directed,12042,,,18,8,20190930
n34443,n1287,Directed,12044,,,365,13,20191025
n36370,n1287,Directed,12053,,,380,12,20191001
n1288,n1288,Directed,12062,,,2072,296,20191111
n1289,n1289,Directed,12069,,,560,77,20190930
n1290,n1290,Directed,12072,,,10,10,20191020
n25443,n1290,Directed,12073,,,27,9,20191112
n32282,n1290,Directed,12076,,,9,9,20191020
n3358,n1291,Directed,12077,,,9,9,20191030
n1292,n1292,Directed,12078,,,66,66,20191002
n1295,n1295,Directed,12079,,,101,101,20191102
n27824,n1296,Directed,12080,,,34,34,20191025
n38866,n1297,Directed,12081,,,12,12,20191111
n18802,n1298,Directed,12082,,,808,32,20190930
n36499,n1298,Directed,12090,,,56,8,20191008
n21235,n1299,Directed,12097,,,59,9,20191001
n21770,n1300,Directed,12100,,,123,14,20191102
n6845,n1301,Directed,12108,,,57,7,20191111
n12742,n1302,Directed,12114,,,131,18,20191008
n39843,n1303,Directed,12121,,,66,9,20191030
n39659,n1305,Directed,12127,,,36,6,20191025
n39922,n1304,Directed,12133,,,13,13,20191102
n1306,n1306,Directed,12134,,,1170,148,20191012
n3357,n1306,Directed,12141,,,168,6,20191012
n1775,n1307,Directed,12149,,,9,9,20191020
n15962,n1307,Directed,12150,,,29,9,20191030
n23498,n1307,Directed,12153,,,17,8,20191008
n34364,n1307,Directed,12155,,,7,7,20191111
n12224,n1308,Directed,12156,,,6,6,20191020
n38866,n1308,Directed,12157,,,6,6,20191111
n16354,n1309,Directed,12158,,,9,9,20191024
n5191,n1310,Directed,12159,,,46,23,20191024
n1311,n1311,Directed,12161,,,152,70,20191012
n1943,n1312,Directed,12163,,,6,6,20191114
n1313,n1313,Directed,12164,,,22,22,20191102
n1314,n1314,Directed,12165,,,9,9,20191024
n4264,n1315,Directed,12166,,,12,6,20191009
n21452,n1315,Directed,12168,,,52,8,20191008
n16269,n1316,Directed,12173,,,17,7,20191025
n20824,n1317,Directed,12175,,,36,12,20191111
n4241,n1318,Directed,12177,,,16,16,20191008
n4878,n1318,Directed,12178,,,8,8,20191020
n15740,n1318,Directed,12179,,,58,7,20191012
n16982,n1318,Directed,12187,,,573,62,20191111
n21415,n1318,Directed,12195,,,10,10,20191012
n25917,n1318,Directed,12196,,,18,6,20191111
n27392,n1318,Directed,12199,,,28,6,20191102
n37095,n1318,Directed,12202,,,44,17,20191024
n27042,n1319,Directed,12204,,,36,9,20191012
n11099,n1321,Directed,12208,,,16,8,20191102
n26062,n1321,Directed,12210,,,72,6,20191102
n5920,n1323,Directed,12218,,,48,6,20191012
