Source,Target,Type,Id,Label,timeset,Weight,e_weight,e_crawldate
n37917,n39,Directed,2834,,,28,28,20191102
n37992,n39,Directed,2835,,,21,7,20191024
n38034,n39,Directed,2838,,,6,6,20191008
n38105,n39,Directed,2839,,,111,6,20191111
n38208,n39,Directed,2847,,,98,14,20191030
n38223,n39,Directed,2854,,,116,12,20191102
n38266,n39,Directed,2862,,,11,11,20191020
n38278,n39,Directed,2863,,,144,6,20191102
n38327,n39,Directed,2871,,,26,13,20191008
n38374,n39,Directed,2873,,,6,6,20191102
n38538,n39,Directed,2874,,,43,43,20191024
n38566,n39,Directed,2875,,,133,15,20191111
n38589,n39,Directed,2882,,,138,8,20191101
n38624,n39,Directed,2885,,,300,24,20191111
n38806,n39,Directed,2891,,,66,6,20191101
n38856,n39,Directed,2898,,,49,7,20191030
n38910,n39,Directed,2905,,,64,6,20191112
n38948,n39,Directed,2912,,,60,25,20191102
n38998,n39,Directed,2914,,,175,25,20191111
n39091,n39,Directed,2921,,,16,6,20191025
n39126,n39,Directed,2923,,,15,6,20191102
n39149,n39,Directed,2925,,,40,10,20191111
n39386,n39,Directed,2929,,,73,6,20191012
n39570,n39,Directed,2936,,,77,11,20191012
n39606,n39,Directed,2943,,,72,6,20191102
n39709,n39,Directed,2950,,,429,50,20191001
n39770,n39,Directed,2958,,,6,6,20191012
n39856,n39,Directed,2959,,,2278,12,20190930
n39863,n39,Directed,2968,,,8,8,20191012
n39936,n39,Directed,2969,,,8,8,20191012
n39977,n39,Directed,2970,,,8,8,20191008
n39986,n39,Directed,2971,,,8,8,20191020
n40080,n39,Directed,2972,,,78,8,20191102
n40391,n39,Directed,2980,,,52,8,20191102
n3357,n40,Directed,2985,,,6,6,20191024
n31823,n41,Directed,2986,,,5432,200,20191102
n42,n42,Directed,2995,,,1628,74,20191001
n19566,n43,Directed,3003,,,41,6,20191025
n5130,n44,Directed,3009,,,6,6,20191024
n5493,n44,Directed,3010,,,30,30,20191024
n10363,n44,Directed,3011,,,198,6,20191020
n14848,n44,Directed,3013,,,1668,6,20191101
n31783,n44,Directed,3026,,,6,6,20191024
n9740,n45,Directed,3027,,,48,6,20191020
n19690,n46,Directed,3034,,,84,12,20191111
n47,n47,Directed,3041,,,461,57,20191001
n1353,n48,Directed,3049,,,8,8,20191111
n3274,n48,Directed,3050,,,38,38,20191111
n5429,n48,Directed,3051,,,8,8,20191111
n6474,n48,Directed,3052,,,16,8,20191111
n39511,n48,Directed,3054,,,16,16,20191111
n20679,n49,Directed,3055,,,39,6,20191024
n12215,n50,Directed,3060,,,42,6,20191020
n22078,n51,Directed,3066,,,56,8,20191012
n16269,n52,Directed,3072,,,7,7,20191111
n4489,n54,Directed,3073,,,6,6,20191030
n21662,n55,Directed,3074,,,9,9,20191008
n5101,n56,Directed,3075,,,2383,111,20191009
n58,n58,Directed,3089,,,478,117,20191001
n59,n59,Directed,3093,,,200,21,20191111
n1943,n60,Directed,3101,,,60,10,20191113
n15740,n61,Directed,3105,,,12,6,20191008
n62,n62,Directed,3107,,,8077,125,20190930
n1943,n62,Directed,3116,,,38,6,20191009
n8502,n62,Directed,3121,,,6,6,20191030
n16982,n62,Directed,3122,,,6,6,20191111
n20679,n62,Directed,3123,,,88,6,20191101
n25019,n62,Directed,3131,,,2265,302,20191012
n5899,n63,Directed,3138,,,11499,30,20190930
n36651,n64,Directed,3147,,,45,10,20191030
n11702,n65,Directed,3151,,,860,20,20191101
n66,n66,Directed,3160,,,146,146,20191025
n26106,n67,Directed,3161,,,118,118,20191008
n13323,n68,Directed,3162,,,164,20,20191102
n69,n69,Directed,3169,,,441,63,20191111
n13626,n70,Directed,3176,,,944,76,20191102
n36957,n71,Directed,3184,,,6,6,20191024
n72,n72,Directed,3185,,,18,6,20191012
n3046,n73,Directed,3187,,,7,7,20191008
n28019,n74,Directed,3188,,,12,6,20191001
n75,n75,Directed,3190,,,881,124,20191020
n76,n76,Directed,3197,,,661,95,20191030
n16269,n77,Directed,3202,,,10,10,20191001
n15831,n78,Directed,3203,,,12,6,20191102
n79,n79,Directed,3205,,,64,32,20191030
n20679,n79,Directed,3207,,,9,9,20191030
n21833,n80,Directed,3208,,,72,8,20191111
n81,n81,Directed,3214,,,156709,104,20191101
n82,n82,Directed,3224,,,70,11,20191013
n3357,n83,Directed,3229,,,6,6,20191024
n37320,n84,Directed,3230,,,12,12,20191102
n14457,n85,Directed,3231,,,6,6,20191024
n38034,n86,Directed,3232,,,6,6,20191008
n87,n87,Directed,3233,,,323,32,20191111
n88,n88,Directed,3242,,,12,12,20191031
n39659,n89,Directed,3243,,,24,8,20191111
n19678,n90,Directed,3246,,,9,9,20191020
n91,n91,Directed,3247,,,998,140,20191024
n24545,n92,Directed,3254,,,317,156,20191024
n1943,n94,Directed,3256,,,22,22,20191026
n95,n95,Directed,3257,,,237,79,20191013
n35281,n96,Directed,3259,,,16,16,20191008
n32122,n97,Directed,3260,,,20,10,20191111
n3357,n98,Directed,3262,,,170,8,20191001
n10148,n99,Directed,3270,,,8,8,20191008
n4576,n100,Directed,3271,,,42,6,20191102
n3046,n101,Directed,3278,,,7,7,20191008
n16269,n102,Directed,3279,,,6,6,20191111
n103,n103,Directed,3280,,,103,103,20191012
n14344,n103,Directed,3281,,,10,10,20191012
n14453,n103,Directed,3282,,,3876,24,20191102
n1086,n105,Directed,3288,,,41,6,20191024
n37831,n105,Directed,3294,,,1340,20,20191013
n17328,n104,Directed,3309,,,1517,52,20191112
n106,n106,Directed,3319,,,58,58,20191024
n20679,n107,Directed,3320,,,14,7,20191001
n38477,n108,Directed,3322,,,6,6,20191024
n109,n109,Directed,3323,,,42,42,20191111
n19298,n111,Directed,3324,,,129,8,20190930
n112,n112,Directed,3333,,,177,177,20191020
n38206,n113,Directed,3334,,,80,10,20191020
n6682,n114,Directed,3342,,,48,6,20191102
n5177,n115,Directed,3350,,,18,6,20191025
n5920,n115,Directed,3353,,,84,6,20191111
n11878,n115,Directed,3361,,,6,6,20191030
n15790,n115,Directed,3362,,,36,6,20191001
n18566,n115,Directed,3368,,,6,6,20191020
n31341,n115,Directed,3369,,,12,6,20191111
n23260,n116,Directed,3371,,,30,6,20191021
n12592,n117,Directed,3375,,,8,8,20191012
n18185,n117,Directed,3376,,,100,25,20191012
n19458,n118,Directed,3380,,,56,7,20190930
n119,n119,Directed,3388,,,80,40,20191020
n32354,n121,Directed,3390,,,145,16,20191024
n17328,n122,Directed,3398,,,768,96,20191021
n26,n123,Directed,3406,,,7,7,20191030
n124,n124,Directed,3407,,,1606,224,20191020
n125,n125,Directed,3414,,,462,14,20191102
n4575,n126,Directed,3423,,,126,12,20191102
n29360,n126,Directed,3430,,,204,6,20190930
n26356,n127,Directed,3438,,,840,23,20190930
n37375,n128,Directed,3447,,,24,8,20191020
n129,n129,Directed,3450,,,68,68,20191102
n17031,n130,Directed,3451,,,6,6,20191024
n22368,n130,Directed,3452,,,22,6,20191102
n131,n131,Directed,3455,,,20,20,20191002
n5729,n132,Directed,3456,,,25,8,20191012
n12223,n133,Directed,3458,,,52,6,20191020
n35249,n134,Directed,3465,,,567,12,20190930
n21724,n136,Directed,3474,,,42,6,20191008
n36089,n135,Directed,3481,,,72,9,20191111
n10941,n137,Directed,3489,,,12,6,20191020
n3357,n138,Directed,3491,,,12,6,20191030
n140,n140,Directed,3493,,,63,9,20191030
n141,n141,Directed,3500,,,781,94,20190930
n9796,n141,Directed,3508,,,183,22,20190930
n3357,n142,Directed,3516,,,806,34,20191001
n16406,n143,Directed,3524,,,179,6,20190930
n1943,n145,Directed,3532,,,90,11,20191004
n14391,n146,Directed,3538,,,7,7,20191030
n16269,n147,Directed,3539,,,145,29,20191102
n148,n148,Directed,3544,,,499,69,20191024
n39986,n149,Directed,3551,,,8,8,20191020
n14695,n150,Directed,3552,,,2788,12,20191021
n5365,n151,Directed,3567,,,21,6,20191008
n1502,n152,Directed,3570,,,64,8,20191001
n3357,n152,Directed,3578,,,42,6,20191030
n9145,n152,Directed,3585,,,40,8,20191102
n16982,n152,Directed,3590,,,28,7,20191030
n20679,n152,Directed,3593,,,64,6,20191008
n24634,n152,Directed,3599,,,90,18,20191030
n27185,n152,Directed,3603,,,338,9,20191025
n29280,n152,Directed,3610,,,84,8,20191030
n32925,n152,Directed,3616,,,252,6,20191102
n36166,n152,Directed,3624,,,10,10,20191012
n38910,n152,Directed,3625,,,122,6,20191013
n39122,n152,Directed,3635,,,10,10,20191012
n6908,n153,Directed,3636,,,8,8,20191024
n9740,n154,Directed,3637,,,48,6,20191020
n20753,n154,Directed,3644,,,64,8,20191030
n5553,n155,Directed,3651,,,18,18,20191102
n156,n156,Directed,3652,,,14,14,20191012
n27922,n157,Directed,3653,,,35,7,20191020
n30579,n157,Directed,3658,,,501,17,20191031
n39648,n157,Directed,3670,,,62,6,20191025
n7840,n159,Directed,3677,,,1006,40,20191024
n15620,n159,Directed,3687,,,8,8,20191025
n38978,n159,Directed,3688,,,80,10,20191008
n11176,n158,Directed,3696,,,433,9,20191031
n11589,n158,Directed,3707,,,8,8,20191012
n17770,n158,Directed,3708,,,3762,15,20191025
n13477,n160,Directed,3722,,,546,6,20190930
n19566,n160,Directed,3728,,,887,390,20191111
n161,n161,Directed,3730,,,663,91,20191012
n162,n162,Directed,3737,,,120,15,20191102
n2691,n163,Directed,3745,,,8,8,20191002
n164,n164,Directed,3746,,,1492,122,20190930
n13016,n164,Directed,3751,,,126,6,20191009
n16255,n164,Directed,3758,,,27,6,20191111
n25260,n164,Directed,3760,,,46,6,20191102
n30845,n164,Directed,3765,,,128,6,20191031
n165,n165,Directed,3774,,,7,7,20191008
n4575,n166,Directed,3775,,,96,12,20191020
n37172,n167,Directed,3782,,,43,43,20191001
n9002,n168,Directed,3783,,,6,6,20191008
n169,n169,Directed,3784,,,32,32,20190930
n21039,n169,Directed,3785,,,364,7,20191101
n21875,n169,Directed,3795,,,56,8,20191008
n33852,n169,Directed,3802,,,21,7,20191024
n38044,n169,Directed,3805,,,388,15,20191001
n1943,n170,Directed,3814,,,13,13,20191022
n171,n171,Directed,3815,,,88,36,20191030
n3357,n171,Directed,3817,,,944,28,20190930
n12224,n171,Directed,3826,,,6,6,20191111
n29136,n171,Directed,3827,,,79,79,20191012
n39422,n172,Directed,3828,,,54,6,20191111
n21235,n173,Directed,3833,,,9,9,20191002
n14391,n174,Directed,3834,,,7,7,20191030
n27148,n175,Directed,3835,,,9,9,20191008
n7425,n176,Directed,3836,,,461,7,20191101
n1987,n177,Directed,3844,,,52,6,20191102
n19061,n177,Directed,3852,,,64,6,20191111
n23786,n177,Directed,3860,,,116,18,20191030
n35249,n177,Directed,3865,,,8872,8,20191101
n16792,n179,Directed,3875,,,8,8,20191102
n181,n181,Directed,3876,,,979,132,20191111
n182,n182,Directed,3883,,,204,28,20191101
n23534,n182,Directed,3890,,,1014,6,20191101
n30763,n183,Directed,3904,,,6,6,20191025
n38484,n184,Directed,3905,,,84,6,20191020
n1943,n185,Directed,3914,,,6,6,20191113
n186,n186,Directed,3915,,,66,22,20191102
n3357,n187,Directed,3918,,,360,18,20190930
n17821,n188,Directed,3926,,,28,9,20191111
n5176,n189,Directed,3929,,,96,12,20191102
n190,n190,Directed,3936,,,301,47,20190930
n1943,n190,Directed,3939,,,71,7,20191012
n5929,n190,Directed,3945,,,33,33,20191102
n19872,n190,Directed,3946,,,12,12,20191111
n28494,n191,Directed,3947,,,22,22,20191111
n29444,n191,Directed,3948,,,16,16,20191111
n192,n192,Directed,3949,,,12,6,20191012
n12115,n192,Directed,3951,,,36,12,20191008
n36683,n192,Directed,3954,,,9,9,20191012
n14581,n193,Directed,3955,,,122,61,20191030
n194,n194,Directed,3957,,,14,6,20191111
n1026,n194,Directed,3959,,,77,25,20191102
n195,n195,Directed,3962,,,15,15,20191024
n30763,n196,Directed,3963,,,20,6,20191009
n197,n197,Directed,3966,,,6277,69,20191001
n1943,n197,Directed,3978,,,12,12,20191026
n4125,n197,Directed,3979,,,7,7,20191111
n6203,n197,Directed,3980,,,89,6,20191102
n8899,n197,Directed,3986,,,15,7,20191008
n15372,n197,Directed,3988,,,6,6,20191012
n15740,n197,Directed,3989,,,48,6,20191030
n16982,n197,Directed,3997,,,9,9,20191111
n20670,n197,Directed,3998,,,12,6,20191012
n21515,n197,Directed,4000,,,6,6,20191030
n22558,n197,Directed,4001,,,461,20,20191001
n25443,n197,Directed,4009,,,12,6,20191102
n35645,n197,Directed,4011,,,121,28,20191025
n36711,n197,Directed,4014,,,84,28,20191030
n39659,n197,Directed,4016,,,38,6,20191020
n3357,n198,Directed,4022,,,526,14,20191001
n30763,n199,Directed,4031,,,17,6,20191021
n200,n200,Directed,4033,,,47,47,20191020
n37874,n201,Directed,4034,,,42,6,20191102
n202,n202,Directed,4041,,,243,243,20191020
n28430,n203,Directed,4042,,,17,7,20191102
n16269,n204,Directed,4044,,,21,7,20191008
n12774,n205,Directed,4047,,,24,12,20191102
n206,n206,Directed,4049,,,177,177,20191030
n16269,n207,Directed,4050,,,6,6,20191012
n1943,n208,Directed,4051,,,12,6,20191026
n209,n209,Directed,4053,,,518,74,20191024
n15426,n210,Directed,4060,,,35,7,20191111
n10122,n211,Directed,4065,,,8,8,20191030
n5470,n212,Directed,4066,,,8,8,20191001
n213,n213,Directed,4067,,,652,146,20191030
n214,n214,Directed,4071,,,246,246,20191111
n8096,n214,Directed,4072,,,21,10,20191102
n215,n215,Directed,4074,,,8,8,20191024
n6908,n216,Directed,4075,,,8,8,20191024
n217,n217,Directed,4076,,,1698,26,20191101
n4512,n217,Directed,4085,,,36,6,20191008
n24545,n217,Directed,4091,,,615,147,20191102
n9740,n218,Directed,4095,,,48,6,20191008
n20835,n218,Directed,4102,,,64,8,20191111
n6508,n219,Directed,4109,,,105,15,20191020
n17486,n219,Directed,4116,,,12,12,20191020
n37763,n219,Directed,4117,,,25,6,20191012
n3357,n220,Directed,4120,,,12,6,20191012
n23927,n221,Directed,4122,,,14,6,20191030
n30013,n222,Directed,4124,,,11,11,20191024
n2484,n223,Directed,4125,,,6,6,20191008
n37477,n224,Directed,4126,,,70,10,20191024
n16269,n225,Directed,4133,,,22,10,20191102
n226,n226,Directed,4135,,,1032,61,20191012
n1236,n227,Directed,4143,,,8,8,20191111
n35273,n228,Directed,4144,,,84,12,20191020
n2282,n229,Directed,4151,,,8,8,20191030
n230,n230,Directed,4152,,,160,32,20191012
n426,n231,Directed,4157,,,122,11,20191012
n232,n232,Directed,4165,,,20,20,20191008
n233,n233,Directed,4166,,,754,29,20190930
n2229,n233,Directed,4175,,,288,38,20191020
n3583,n233,Directed,4182,,,6,6,20190930
n5417,n233,Directed,4183,,,115,16,20191012
n7137,n233,Directed,4190,,,96,12,20191030
n7732,n233,Directed,4198,,,6,6,20191012
n13234,n233,Directed,4199,,,177,22,20191020
n15680,n233,Directed,4206,,,462,23,20190930
n16048,n233,Directed,4215,,,56,7,20191012
n17248,n233,Directed,4222,,,189,94,20191024
n18203,n233,Directed,4224,,,84,12,20191008
n25638,n233,Directed,4231,,,8,8,20191008
n27046,n233,Directed,4232,,,6,6,20191030
n27850,n233,Directed,4233,,,56,8,20191030
n29850,n233,Directed,4240,,,184,23,20191008
n36409,n233,Directed,4248,,,115,14,20191020
n38887,n233,Directed,4256,,,548,67,20191012
n40454,n233,Directed,4264,,,18,6,20191012
n11475,n234,Directed,4267,,,42,6,20191102
n38802,n235,Directed,4274,,,48,8,20191024
n1943,n237,Directed,4280,,,108,36,20191009
n238,n238,Directed,4283,,,477,67,20191111
n239,n239,Directed,4290,,,364,52,20191012
n28805,n240,Directed,4297,,,152,20,20191008
n241,n241,Directed,4304,,,126,126,20191025
n24329,n241,Directed,4305,,,60,6,20191111
n39228,n242,Directed,4313,,,18,6,20191111
n243,n243,Directed,4316,,,90,90,20191020
n16788,n244,Directed,4317,,,6,6,20191012
n35106,n245,Directed,4318,,,40,8,20191101
n246,n246,Directed,4323,,,105,7,20190930
n1513,n247,Directed,4332,,,70,10,20191111
n14391,n247,Directed,4339,,,42,7,20191030
n34284,n248,Directed,4345,,,20,10,20191008
n37412,n249,Directed,4347,,,102,12,20191020
n3668,n250,Directed,4352,,,30,6,20191012
n251,n251,Directed,4356,,,11,11,20191001
n1385,n252,Directed,4357,,,95,10,20191020
n18598,n252,Directed,4364,,,119,17,20191008
n20679,n252,Directed,4371,,,15,6,20191030
n32475,n252,Directed,4373,,,255,7,20191031
n253,n253,Directed,4383,,,102,102,20191111
n14789,n254,Directed,4384,,,8,8,20191024
n14789,n255,Directed,4385,,,92,92,20191001
n19377,n257,Directed,4386,,,6,6,20191111
n13075,n258,Directed,4387,,,14,6,20191020
n259,n259,Directed,4389,,,20,10,20191013
n2235,n260,Directed,4391,,,23,8,20190930
n15166,n262,Directed,4393,,,19,6,20191030
n21770,n263,Directed,4396,,,71,6,20191112
n264,n264,Directed,4404,,,54,54,20191030
n37940,n266,Directed,4405,,,15,6,20191012
n5176,n267,Directed,4407,,,48,6,20191102
n30763,n268,Directed,4414,,,29,6,20191002
n23534,n270,Directed,4417,,,342,6,20191031
n19320,n271,Directed,4429,,,18,6,20191102
n24730,n271,Directed,4432,,,9,9,20191020
n272,n272,Directed,4433,,,10689,222,20191101
n26346,n272,Directed,4437,,,953,316,20191102
n273,n273,Directed,4440,,,460,16,20191020
n34799,n273,Directed,4445,,,1322,263,20191020
n274,n274,Directed,4450,,,99,9,20191101
n4858,n274,Directed,4458,,,300,20,20190930
n13507,n275,Directed,4466,,,54,27,20191111
n276,n276,Directed,4468,,,2047,131,20191020
n277,n277,Directed,4474,,,110,23,20191012
n12224,n277,Directed,4477,,,9,9,20191111
n278,n278,Directed,4478,,,490,98,20191001
n23274,n279,Directed,4483,,,84,12,20191020
n280,n280,Directed,4490,,,47,47,20191102
n282,n282,Directed,4491,,,120,24,20191030
n30763,n282,Directed,4496,,,165,16,20191001
n283,n283,Directed,4504,,,56,56,20191024
n5177,n284,Directed,4505,,,110,19,20191111
n5920,n284,Directed,4509,,,739,19,20191112
n11878,n284,Directed,4520,,,27,27,20191030
n12898,n284,Directed,4521,,,60,60,20191112
n15790,n284,Directed,4522,,,192,19,20191112
n18566,n284,Directed,4529,,,27,27,20191020
n22044,n284,Directed,4530,,,24,6,20191102
n31341,n284,Directed,4532,,,46,19,20191111
n285,n285,Directed,4534,,,203,29,20191030
n1943,n287,Directed,4541,,,6,6,20191010
n28287,n286,Directed,4542,,,2527,13,20191101
n30763,n286,Directed,4552,,,9,9,20191031
n288,n288,Directed,4553,,,2729,228,20191030
n289,n289,Directed,4560,,,312,37,20191008
n11206,n290,Directed,4568,,,22,22,20191111
n21833,n291,Directed,4569,,,21,21,20191111
n21235,n292,Directed,4570,,,977,26,20191002
n24357,n293,Directed,4581,,,36,6,20191030
n2217,n294,Directed,4587,,,16,16,20191008
n12675,n295,Directed,4588,,,34,6,20191024
n296,n296,Directed,4593,,,22,22,20191008
n9841,n297,Directed,4594,,,32,8,20191012
n298,n298,Directed,4597,,,6,6,20190930
n2229,n298,Directed,4598,,,288,39,20191024
n4012,n298,Directed,4605,,,10,10,20191111
n4014,n298,Directed,4606,,,53,26,20190930
n5729,n298,Directed,4608,,,9,9,20191030
n7137,n298,Directed,4609,,,510,12,20191101
n7748,n298,Directed,4618,,,6,6,20191008
n9841,n298,Directed,4619,,,26,6,20191102
n10024,n298,Directed,4623,,,6,6,20191024
n12224,n298,Directed,4624,,,13,6,20191012
n13326,n298,Directed,4626,,,96,12,20191012
n15623,n298,Directed,4634,,,6,6,20191024
n15740,n298,Directed,4635,,,8317,13,20191101
n16982,n298,Directed,4645,,,224,14,20191030
n17248,n298,Directed,4653,,,200,100,20191020
n17770,n298,Directed,4655,,,3103,58,20191025
n19604,n298,Directed,4668,,,131,8,20191024
n20302,n298,Directed,4676,,,6,6,20191008
n23047,n298,Directed,4677,,,24,6,20191008
n23264,n298,Directed,4681,,,175,16,20191021
n31123,n298,Directed,4689,,,6,6,20191024
n36409,n298,Directed,4690,,,56,7,20191008
n36881,n298,Directed,4698,,,65,7,20191024
n38887,n298,Directed,4706,,,11003,71,20190930
n39659,n298,Directed,4715,,,48,6,20191008
n39691,n298,Directed,4723,,,18,18,20191020
n40454,n298,Directed,4724,,,96,12,20191111
n23741,n299,Directed,4732,,,144,24,20191012
n3753,n300,Directed,4738,,,64,8,20191102
n301,n301,Directed,4746,,,6,6,20191111
n303,n303,Directed,4747,,,90,10,20191012
n5899,n304,Directed,4756,,,55,6,20191008
n305,n305,Directed,4764,,,12,6,20191030
n435,n305,Directed,4766,,,261,50,20191101
n306,n306,Directed,4769,,,244,78,20190930
n13530,n306,Directed,4771,,,12,6,20191009
n27205,n307,Directed,4773,,,9,9,20191111
n11405,n308,Directed,4774,,,18,18,20191008
n6682,n309,Directed,4775,,,48,6,20191030
n4130,n310,Directed,4783,,,12,6,20191020
n9779,n310,Directed,4785,,,186,18,20190930
n13042,n310,Directed,4793,,,56,6,20191024
n13152,n310,Directed,4799,,,2257,38,20191102
n14603,n310,Directed,4808,,,301,27,20191008
n23927,n310,Directed,4815,,,14,6,20191030
n24593,n310,Directed,4817,,,7,7,20191102
n29412,n310,Directed,4818,,,20757,6,20191009
n29924,n310,Directed,4831,,,24,6,20191030
n32573,n310,Directed,4834,,,42,6,20191030
n33222,n310,Directed,4840,,,26,6,20191024
n34887,n310,Directed,4844,,,72,6,20190930
n35249,n310,Directed,4852,,,2194,7,20190930
n36014,n310,Directed,4860,,,19610,16,20191025
n39187,n310,Directed,4872,,,6,6,20191111
n39523,n310,Directed,4873,,,20,6,20191024
n16269,n311,Directed,4876,,,8,8,20191111
n19678,n312,Directed,4877,,,9,9,20191111
n314,n314,Directed,4878,,,90,6,20190930
n22277,n315,Directed,4887,,,80,8,20191102
n39382,n315,Directed,4894,,,49,7,20191020
n33710,n316,Directed,4901,,,7,7,20191111
n317,n317,Directed,4902,,,194,64,20191020
n318,n318,Directed,4905,,,1534,74,20191001
n319,n319,Directed,4913,,,630,90,20191008
n320,n320,Directed,4920,,,1238,274,20191001
n13050,n321,Directed,4923,,,1462,7,20191025
n322,n322,Directed,4932,,,1836,331,20191001
n36846,n322,Directed,4937,,,49,49,20191020
n4533,n323,Directed,4938,,,13,6,20191008
n16788,n324,Directed,4940,,,1867,6,20191020
n30741,n324,Directed,4950,,,849,7,20191009
n39659,n324,Directed,4965,,,18,18,20191111
n326,n326,Directed,4966,,,105,15,20191020
n3046,n327,Directed,4973,,,9,9,20191008
n328,n328,Directed,4974,,,696,52,20191102
n12224,n328,Directed,4981,,,6,6,20191009
n329,n329,Directed,4982,,,124,124,20191012
n3046,n330,Directed,4983,,,7,7,20191012
n27922,n331,Directed,4984,,,225,43,20191030
n333,n333,Directed,4989,,,695,66,20191102
n8450,n333,Directed,4998,,,1629,30,20191001
n16269,n333,Directed,5007,,,1250,8,20191021
n16982,n333,Directed,5019,,,52,26,20191001
n7956,n334,Directed,5021,,,120,6,20191101
n33771,n334,Directed,5030,,,24,6,20191020
n4178,n335,Directed,5034,,,11,11,20191111
n336,n336,Directed,5035,,,497,71,20191012
n337,n337,Directed,5042,,,11,11,20191001
n338,n338,Directed,5043,,,1413,171,20191012
n3357,n338,Directed,5051,,,24,6,20191008
n340,n340,Directed,5055,,,284,97,20191008
n342,n342,Directed,5057,,,47,47,20191024
n36957,n343,Directed,5058,,,48,6,20191012
n21833,n344,Directed,5065,,,31,7,20191024
n1943,n345,Directed,5068,,,80,10,20191112
n9282,n346,Directed,5076,,,189,9,20191030
n33916,n346,Directed,5081,,,48,24,20191008
n347,n347,Directed,5083,,,9,9,20190930
